"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","value","condition","key","correct"
"444","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","107","241423","0.0-5.0-4.0-2.20","2","6mum9z0d4xyv","18","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","108","241929","0.0-5.0-4.0-0.21","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","109","242448","0.0-5.0-4.0-1.21","2","6mum9z0d4xyv","18","女性","","","","","",""
"415","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","110","242864","0.0-5.0-4.0-2.21","2","6mum9z0d4xyv","18","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","111","243369","0.0-5.0-4.0-0.22","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","112","243889","0.0-5.0-4.0-1.22","2","6mum9z0d4xyv","18","女性","","","","","",""
"398","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","113","244288","0.0-5.0-4.0-2.22","2","6mum9z0d4xyv","18","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","114","244799","0.0-5.0-4.0-0.23","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","115","245310","0.0-5.0-4.0-1.23","2","6mum9z0d4xyv","18","女性","","","","","",""
"352","<p style=""font-size: 48px"">-->--</p>","f","flanker_main","html-keyboard-response","116","245663","0.0-5.0-4.0-2.23","2","6mum9z0d4xyv","18","女性","","","","中性","j","0"
"null","","null","","html-keyboard-response","117","246168","0.0-5.0-4.0-0.24","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","118","246688","0.0-5.0-4.0-1.24","2","6mum9z0d4xyv","18","女性","","","","","",""
"510","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","119","247199","0.0-5.0-4.0-2.24","2","6mum9z0d4xyv","18","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","120","247709","0.0-5.0-4.0-0.25","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","121","248229","0.0-5.0-4.0-1.25","2","6mum9z0d4xyv","18","女性","","","","","",""
"459","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","122","248689","0.0-5.0-4.0-2.25","2","6mum9z0d4xyv","18","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","123","249208","0.0-5.0-4.0-0.26","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","124","249729","0.0-5.0-4.0-1.26","2","6mum9z0d4xyv","18","女性","","","","","",""
"430","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","125","250159","0.0-5.0-4.0-2.26","2","6mum9z0d4xyv","18","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","126","250668","0.0-5.0-4.0-0.27","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","127","251188","0.0-5.0-4.0-1.27","2","6mum9z0d4xyv","18","女性","","","","","",""
"444","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","128","251632","0.0-5.0-4.0-2.27","2","6mum9z0d4xyv","18","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","129","252148","0.0-5.0-4.0-0.28","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","130","252668","0.0-5.0-4.0-1.28","2","6mum9z0d4xyv","18","女性","","","","","",""
"466","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","131","253136","0.0-5.0-4.0-2.28","2","6mum9z0d4xyv","18","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","132","253648","0.0-5.0-4.0-0.29","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","133","254168","0.0-5.0-4.0-1.29","2","6mum9z0d4xyv","18","女性","","","","","",""
"424","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","134","254593","0.0-5.0-4.0-2.29","2","6mum9z0d4xyv","18","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","135","255108","0.0-5.0-4.0-0.30","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","136","255629","0.0-5.0-4.0-1.30","2","6mum9z0d4xyv","18","女性","","","","","",""
"434","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","137","256064","0.0-5.0-4.0-2.30","2","6mum9z0d4xyv","18","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","138","256569","0.0-5.0-4.0-0.31","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","139","257088","0.0-5.0-4.0-1.31","2","6mum9z0d4xyv","18","女性","","","","","",""
"428","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","140","257518","0.0-5.0-4.0-2.31","2","6mum9z0d4xyv","18","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","141","258028","0.0-5.0-4.0-0.32","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","142","258549","0.0-5.0-4.0-1.32","2","6mum9z0d4xyv","18","女性","","","","","",""
"361","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","143","258914","0.0-5.0-4.0-2.32","2","6mum9z0d4xyv","18","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","144","259428","0.0-5.0-4.0-0.33","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","145","259948","0.0-5.0-4.0-1.33","2","6mum9z0d4xyv","18","女性","","","","","",""
"463","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","146","260413","0.0-5.0-4.0-2.33","2","6mum9z0d4xyv","18","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","147","260929","0.0-5.0-4.0-0.34","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","148","261448","0.0-5.0-4.0-1.34","2","6mum9z0d4xyv","18","女性","","","","","",""
"390","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","149","261839","0.0-5.0-4.0-2.34","2","6mum9z0d4xyv","18","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","150","262348","0.0-5.0-4.0-0.35","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","151","262868","0.0-5.0-4.0-1.35","2","6mum9z0d4xyv","18","女性","","","","","",""
"443","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","152","263313","0.0-5.0-4.0-2.35","2","6mum9z0d4xyv","18","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","153","263828","0.0-5.0-4.0-0.36","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","154","264349","0.0-5.0-4.0-1.36","2","6mum9z0d4xyv","18","女性","","","","","",""
"546","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","155","264896","0.0-5.0-4.0-2.36","2","6mum9z0d4xyv","18","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","156","265408","0.0-5.0-4.0-0.37","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","157","265928","0.0-5.0-4.0-1.37","2","6mum9z0d4xyv","18","女性","","","","","",""
"518","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","158","266449","0.0-5.0-4.0-2.37","2","6mum9z0d4xyv","18","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","159","266968","0.0-5.0-4.0-0.38","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","160","267478","0.0-5.0-4.0-1.38","2","6mum9z0d4xyv","18","女性","","","","","",""
"377","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","161","267856","0.0-5.0-4.0-2.38","2","6mum9z0d4xyv","18","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","162","268358","0.0-5.0-4.0-0.39","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","163","268878","0.0-5.0-4.0-1.39","2","6mum9z0d4xyv","18","女性","","","","","",""
"464","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","164","269343","0.0-5.0-4.0-2.39","2","6mum9z0d4xyv","18","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","165","269859","0.0-5.0-4.0-0.40","2","6mum9z0d4xyv","18","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","166","270378","0.0-5.0-4.0-1.40","2","6mum9z0d4xyv","18","女性","","","","","",""
"387","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","167","270767","0.0-5.0-4.0-2.40","2","6mum9z0d4xyv","18","女性","","","","中性","f","1"
