"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","value","condition","key","correct"
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","15","157471","0.0-5.0-2.0-1.2","2","3nfdasky1p0s","25","女性","","","","","",""
"610.7000000029802","<p style=""font-size: 48px""><<<<<</p>","f","flanker_practice","html-keyboard-response","16","158083","0.0-5.0-2.0-2.2","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","17","158595","0.0-5.0-2.0-0.3","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","18","159097","0.0-5.0-2.0-1.3","2","3nfdasky1p0s","25","女性","","","","","",""
"527.1000000089407","<p style=""font-size: 48px"">>>>>></p>","j","flanker_practice","html-keyboard-response","19","159626","0.0-5.0-2.0-2.3","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","20","160139","0.0-5.0-2.0-0.4","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","21","160651","0.0-5.0-2.0-1.4","2","3nfdasky1p0s","25","女性","","","","","",""
"367.40000000596046","<p style=""font-size: 48px"">-->--</p>","j","flanker_practice","html-keyboard-response","22","161020","0.0-5.0-2.0-2.4","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","23","161524","0.0-5.0-2.0-0.5","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","24","162037","0.0-5.0-2.0-1.5","2","3nfdasky1p0s","25","女性","","","","","",""
"640.5","<p style=""font-size: 48px""><<><<</p>","j","flanker_practice","html-keyboard-response","25","162679","0.0-5.0-2.0-2.5","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","26","163191","0.0-5.0-2.0-0.6","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","27","163693","0.0-5.0-2.0-1.6","2","3nfdasky1p0s","25","女性","","","","","",""
"575.2000000029802","<p style=""font-size: 48px"">>><>></p>","f","flanker_practice","html-keyboard-response","28","164270","0.0-5.0-2.0-2.6","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","29","164778","0.0-5.0-2.0-0.7","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","30","165292","0.0-5.0-2.0-1.7","2","3nfdasky1p0s","25","女性","","","","","",""
"563.2999999970198","<p style=""font-size: 48px"">>><>></p>","f","flanker_practice","html-keyboard-response","31","165857","0.0-5.0-2.0-2.7","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","32","166369","0.0-5.0-2.0-0.8","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","33","166882","0.0-5.0-2.0-1.8","2","3nfdasky1p0s","25","女性","","","","","",""
"454.70000000298023","<p style=""font-size: 48px"">>>>>></p>","j","flanker_practice","html-keyboard-response","34","167338","0.0-5.0-2.0-2.8","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","35","167848","0.0-5.0-2.0-0.9","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","36","168360","0.0-5.0-2.0-1.9","2","3nfdasky1p0s","25","女性","","","","","",""
"601","<p style=""font-size: 48px""><<><<</p>","j","flanker_practice","html-keyboard-response","37","168962","0.0-5.0-2.0-2.9","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","38","169464","0.0-5.0-2.0-0.10","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","39","169976","0.0-5.0-2.0-1.10","2","3nfdasky1p0s","25","女性","","","","","",""
"366.70000000298023","<p style=""font-size: 48px"">-->--</p>","j","flanker_practice","html-keyboard-response","40","170344","0.0-5.0-2.0-2.10","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","41","170848","0.0-5.0-2.0-0.11","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","42","171361","0.0-5.0-2.0-1.11","2","3nfdasky1p0s","25","女性","","","","","",""
"389.5","<p style=""font-size: 48px""><<<<<</p>","f","flanker_practice","html-keyboard-response","43","171751","0.0-5.0-2.0-2.11","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"2349.9000000059605","それでは本番を行います。<br>準備ができたら「f」キーか「j」キーを押して課題を開始してください。","f","instruction","html-keyboard-response","44","174103","0.0-5.0-3.0","2","3nfdasky1p0s","25","女性","","","","","",""
"null","","null","","html-keyboard-response","45","174617","0.0-5.0-4.0-0.0","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","46","175131","0.0-5.0-4.0-1.0","2","3nfdasky1p0s","25","女性","","","","","",""
"708.5999999940395","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","47","175842","0.0-5.0-4.0-2.0","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","48","176343","0.0-5.0-4.0-0.1","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","49","176858","0.0-5.0-4.0-1.1","2","3nfdasky1p0s","25","女性","","","","","",""
"405.5","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","50","177264","0.0-5.0-4.0-2.1","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","51","177774","0.0-5.0-4.0-0.2","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","52","178286","0.0-5.0-4.0-1.2","2","3nfdasky1p0s","25","女性","","","","","",""
"341.90000000596046","<p style=""font-size: 48px"">>><>></p>","j","flanker_main","html-keyboard-response","53","178630","0.0-5.0-4.0-2.2","2","3nfdasky1p0s","25","女性","","","","不一致","f","0"
"null","","null","","html-keyboard-response","54","179141","0.0-5.0-4.0-0.3","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","55","179652","0.0-5.0-4.0-1.3","2","3nfdasky1p0s","25","女性","","","","","",""
"435.8999999910593","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","56","180090","0.0-5.0-4.0-2.3","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","57","180602","0.0-5.0-4.0-0.4","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","58","181114","0.0-5.0-4.0-1.4","2","3nfdasky1p0s","25","女性","","","","","",""
"466","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","59","181582","0.0-5.0-4.0-2.4","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","60","182092","0.0-5.0-4.0-0.5","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","61","182594","0.0-5.0-4.0-1.5","2","3nfdasky1p0s","25","女性","","","","","",""
"464.1000000089407","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","62","183059","0.0-5.0-4.0-2.5","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","63","183570","0.0-5.0-4.0-0.6","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","64","184083","0.0-5.0-4.0-1.6","2","3nfdasky1p0s","25","女性","","","","","",""
"406.8999999910593","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","65","184491","0.0-5.0-4.0-2.6","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","66","185001","0.0-5.0-4.0-0.7","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","67","185514","0.0-5.0-4.0-1.7","2","3nfdasky1p0s","25","女性","","","","","",""
"388.79999999701977","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","68","185904","0.0-5.0-4.0-2.7","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","69","186415","0.0-5.0-4.0-0.8","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","70","186930","0.0-5.0-4.0-1.8","2","3nfdasky1p0s","25","女性","","","","","",""
"389.20000000298023","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","71","187320","0.0-5.0-4.0-2.8","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","72","187830","0.0-5.0-4.0-0.9","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","73","188344","0.0-5.0-4.0-1.9","2","3nfdasky1p0s","25","女性","","","","","",""
"405.30000001192093","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","74","188751","0.0-5.0-4.0-2.9","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","75","189257","0.0-5.0-4.0-0.10","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","76","189769","0.0-5.0-4.0-1.10","2","3nfdasky1p0s","25","女性","","","","","",""
"409.09999999403954","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","77","190180","0.0-5.0-4.0-2.10","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","78","190684","0.0-5.0-4.0-0.11","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","79","191196","0.0-5.0-4.0-1.11","2","3nfdasky1p0s","25","女性","","","","","",""
"373.79999999701977","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","80","191572","0.0-5.0-4.0-2.11","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","81","192078","0.0-5.0-4.0-0.12","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","82","192590","0.0-5.0-4.0-1.12","2","3nfdasky1p0s","25","女性","","","","","",""
"374.40000000596046","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","83","192966","0.0-5.0-4.0-2.12","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","84","193478","0.0-5.0-4.0-0.13","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","85","193989","0.0-5.0-4.0-1.13","2","3nfdasky1p0s","25","女性","","","","","",""
"296","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","86","194286","0.0-5.0-4.0-2.13","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","87","194796","0.0-5.0-4.0-0.14","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","88","195309","0.0-5.0-4.0-1.14","2","3nfdasky1p0s","25","女性","","","","","",""
"513.8000000119209","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","89","195824","0.0-5.0-4.0-2.14","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","90","196337","0.0-5.0-4.0-0.15","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","91","196847","0.0-5.0-4.0-1.15","2","3nfdasky1p0s","25","女性","","","","","",""
"598.2000000029802","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","92","197447","0.0-5.0-4.0-2.15","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","93","197951","0.0-5.0-4.0-0.16","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","94","198465","0.0-5.0-4.0-1.16","2","3nfdasky1p0s","25","女性","","","","","",""
"545.8000000119209","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","95","199013","0.0-5.0-4.0-2.16","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","96","199524","0.0-5.0-4.0-0.17","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","97","200027","0.0-5.0-4.0-1.17","2","3nfdasky1p0s","25","女性","","","","","",""
"386.79999999701977","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","98","200415","0.0-5.0-4.0-2.17","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","99","200923","0.0-5.0-4.0-0.18","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","100","201425","0.0-5.0-4.0-1.18","2","3nfdasky1p0s","25","女性","","","","","",""
"383.29999999701977","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","101","201810","0.0-5.0-4.0-2.18","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","102","202321","0.0-5.0-4.0-0.19","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","103","202822","0.0-5.0-4.0-1.19","2","3nfdasky1p0s","25","女性","","","","","",""
"538.3999999910593","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","104","203362","0.0-5.0-4.0-2.19","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","105","203871","0.0-5.0-4.0-0.20","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","106","204384","0.0-5.0-4.0-1.20","2","3nfdasky1p0s","25","女性","","","","","",""
"405.69999998807907","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","107","204791","0.0-5.0-4.0-2.20","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","108","205304","0.0-5.0-4.0-0.21","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","109","205816","0.0-5.0-4.0-1.21","2","3nfdasky1p0s","25","女性","","","","","",""
"405.8999999910593","<p style=""font-size: 48px"">>><>></p>","j","flanker_main","html-keyboard-response","110","206223","0.0-5.0-4.0-2.21","2","3nfdasky1p0s","25","女性","","","","不一致","f","0"
"null","","null","","html-keyboard-response","111","206736","0.0-5.0-4.0-0.22","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","112","207249","0.0-5.0-4.0-1.22","2","3nfdasky1p0s","25","女性","","","","","",""
"521","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","113","207772","0.0-5.0-4.0-2.22","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","114","208278","0.0-5.0-4.0-0.23","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","115","208790","0.0-5.0-4.0-1.23","2","3nfdasky1p0s","25","女性","","","","","",""
"621.0999999940395","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","116","209413","0.0-5.0-4.0-2.23","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","117","209924","0.0-5.0-4.0-0.24","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","118","210436","0.0-5.0-4.0-1.24","2","3nfdasky1p0s","25","女性","","","","","",""
"498.80000001192093","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","119","210936","0.0-5.0-4.0-2.24","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","120","211448","0.0-5.0-4.0-0.25","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","121","211963","0.0-5.0-4.0-1.25","2","3nfdasky1p0s","25","女性","","","","","",""
"390.40000000596046","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","122","212355","0.0-5.0-4.0-2.25","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","123","212868","0.0-5.0-4.0-0.26","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","124","213369","0.0-5.0-4.0-1.26","2","3nfdasky1p0s","25","女性","","","","","",""
"573.4000000059605","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","125","213944","0.0-5.0-4.0-2.26","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","126","214454","0.0-5.0-4.0-0.27","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","127","214955","0.0-5.0-4.0-1.27","2","3nfdasky1p0s","25","女性","","","","","",""
"423.3999999910593","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","128","215380","0.0-5.0-4.0-2.27","2","3nfdasky1p0s","25","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","129","215889","0.0-5.0-4.0-0.28","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","130","216404","0.0-5.0-4.0-1.28","2","3nfdasky1p0s","25","女性","","","","","",""
"406.5","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","131","216811","0.0-5.0-4.0-2.28","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","132","217320","0.0-5.0-4.0-0.29","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","133","217832","0.0-5.0-4.0-1.29","2","3nfdasky1p0s","25","女性","","","","","",""
"407.59999999403954","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","134","218241","0.0-5.0-4.0-2.29","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","135","218748","0.0-5.0-4.0-0.30","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","136","219263","0.0-5.0-4.0-1.30","2","3nfdasky1p0s","25","女性","","","","","",""
"436.29999999701977","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","137","219700","0.0-5.0-4.0-2.30","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","138","220212","0.0-5.0-4.0-0.31","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","139","220728","0.0-5.0-4.0-1.31","2","3nfdasky1p0s","25","女性","","","","","",""
"335.79999999701977","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","140","221065","0.0-5.0-4.0-2.31","2","3nfdasky1p0s","25","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","141","221567","0.0-5.0-4.0-0.32","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","142","222078","0.0-5.0-4.0-1.32","2","3nfdasky1p0s","25","女性","","","","","",""
"512.2999999970198","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","143","222591","0.0-5.0-4.0-2.32","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","144","223093","0.0-5.0-4.0-0.33","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","145","223595","0.0-5.0-4.0-1.33","2","3nfdasky1p0s","25","女性","","","","","",""
"427.1000000089407","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","146","224023","0.0-5.0-4.0-2.33","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","147","224533","0.0-5.0-4.0-0.34","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","148","225035","0.0-5.0-4.0-1.34","2","3nfdasky1p0s","25","女性","","","","","",""
"484.79999999701977","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","149","225521","0.0-5.0-4.0-2.34","2","3nfdasky1p0s","25","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","150","226032","0.0-5.0-4.0-0.35","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","151","226546","0.0-5.0-4.0-1.35","2","3nfdasky1p0s","25","女性","","","","","",""
"463.8999999910593","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","152","227011","0.0-5.0-4.0-2.35","2","3nfdasky1p0s","25","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","153","227525","0.0-5.0-4.0-0.36","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","154","228033","0.0-5.0-4.0-1.36","2","3nfdasky1p0s","25","女性","","","","","",""
"359.1000000089407","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","155","228393","0.0-5.0-4.0-2.36","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","156","228901","0.0-5.0-4.0-0.37","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","157","229403","0.0-5.0-4.0-1.37","2","3nfdasky1p0s","25","女性","","","","","",""
"378.30000001192093","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","158","229783","0.0-5.0-4.0-2.37","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","159","230295","0.0-5.0-4.0-0.38","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","160","230796","0.0-5.0-4.0-1.38","2","3nfdasky1p0s","25","女性","","","","","",""
"474.19999998807907","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","161","231272","0.0-5.0-4.0-2.38","2","3nfdasky1p0s","25","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","162","231784","0.0-5.0-4.0-0.39","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","163","232297","0.0-5.0-4.0-1.39","2","3nfdasky1p0s","25","女性","","","","","",""
"341.5","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","164","232640","0.0-5.0-4.0-2.39","2","3nfdasky1p0s","25","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","165","233150","0.0-5.0-4.0-0.40","2","3nfdasky1p0s","25","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","166","233662","0.0-5.0-4.0-1.40","2","3nfdasky1p0s","25","女性","","","","","",""
