"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","condition","key","correct"
"null","","null","","html-keyboard-response","37","48112","0.0-5.0-1.0-0.10","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","38","48613","0.0-5.0-1.0-1.10","2","crgw5ufzfv03","25","男性","","","","",""
"569.9999999999927","<p style=""font-size: 48px""><<><<</p>","j","flanker_practice","html-keyboard-response","39","49185","0.0-5.0-1.0-2.10","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","40","49686","0.0-5.0-1.0-0.11","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","41","50187","0.0-5.0-1.0-1.11","2","crgw5ufzfv03","25","男性","","","","",""
"648","<p style=""font-size: 48px""><<<<<</p>","f","flanker_practice","html-keyboard-response","42","50835","0.0-5.0-1.0-2.11","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"1122","それでは本番を行います。<br>準備ができたら「f」キーか「j」キーを押して課題を開始してください。","f","instruction","html-keyboard-response","43","51960","0.0-5.0-2.0","2","crgw5ufzfv03","25","男性","","","","",""
"null","","null","","html-keyboard-response","44","52462","0.0-5.0-3.0-0.0","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","45","52963","0.0-5.0-3.0-1.0","2","crgw5ufzfv03","25","男性","","","","",""
"496","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","46","53460","0.0-5.0-3.0-2.0","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","47","53962","0.0-5.0-3.0-0.1","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","48","54463","0.0-5.0-3.0-1.1","2","crgw5ufzfv03","25","男性","","","","",""
"436","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","49","54900","0.0-5.0-3.0-2.1","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","50","55402","0.0-5.0-3.0-0.2","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","51","55903","0.0-5.0-3.0-1.2","2","crgw5ufzfv03","25","男性","","","","",""
"392","<p style=""font-size: 48px"">>><>></p>","j","flanker_main","html-keyboard-response","52","56295","0.0-5.0-3.0-2.2","2","crgw5ufzfv03","25","男性","","","不一致","f","0"
"null","","null","","html-keyboard-response","53","56797","0.0-5.0-3.0-0.3","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","54","57298","0.0-5.0-3.0-1.3","2","crgw5ufzfv03","25","男性","","","","",""
"496","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","55","57795","0.0-5.0-3.0-2.3","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","56","58297","0.0-5.0-3.0-0.4","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","57","58798","0.0-5.0-3.0-1.4","2","crgw5ufzfv03","25","男性","","","","",""
"481","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","58","59280","0.0-5.0-3.0-2.4","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","59","59780","0.0-5.0-3.0-0.5","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","60","60282","0.0-5.0-3.0-1.5","2","crgw5ufzfv03","25","男性","","","","",""
"407","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","61","60690","0.0-5.0-3.0-2.5","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","62","61192","0.0-5.0-3.0-0.6","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","63","61692","0.0-5.0-3.0-1.6","2","crgw5ufzfv03","25","男性","","","","",""
"497","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","64","62190","0.0-5.0-3.0-2.6","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","65","62690","0.0-5.0-3.0-0.7","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","66","63192","0.0-5.0-3.0-1.7","2","crgw5ufzfv03","25","男性","","","","",""
"406.9999999999927","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","67","63600","0.0-5.0-3.0-2.7","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","68","64102","0.0-5.0-3.0-0.8","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","69","64603","0.0-5.0-3.0-1.8","2","crgw5ufzfv03","25","男性","","","","",""
"361","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","70","64965","0.0-5.0-3.0-2.8","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","71","65466","0.0-5.0-3.0-0.9","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","72","65968","0.0-5.0-3.0-1.9","2","crgw5ufzfv03","25","男性","","","","",""
"511","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","73","66480","0.0-5.0-3.0-2.9","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","74","66981","0.0-5.0-3.0-0.10","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","75","67482","0.0-5.0-3.0-1.10","2","crgw5ufzfv03","25","男性","","","","",""
"422","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","76","67905","0.0-5.0-3.0-2.10","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","77","68406","0.0-5.0-3.0-0.11","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","78","68908","0.0-5.0-3.0-1.11","2","crgw5ufzfv03","25","男性","","","","",""
"422","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","79","69330","0.0-5.0-3.0-2.11","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","80","69832","0.0-5.0-3.0-0.12","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","81","70333","0.0-5.0-3.0-1.12","2","crgw5ufzfv03","25","男性","","","","",""
"360.99999999998545","<p style=""font-size: 48px""><<><<</p>","f","flanker_main","html-keyboard-response","82","70695","0.0-5.0-3.0-2.12","2","crgw5ufzfv03","25","男性","","","不一致","j","0"
"null","","null","","html-keyboard-response","83","71196","0.0-5.0-3.0-0.13","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","84","71698","0.0-5.0-3.0-1.13","2","crgw5ufzfv03","25","男性","","","","",""
"422","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","85","72120","0.0-5.0-3.0-2.13","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","86","72621","0.0-5.0-3.0-0.14","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","87","73123","0.0-5.0-3.0-1.14","2","crgw5ufzfv03","25","男性","","","","",""
"406","<p style=""font-size: 48px""><<><<</p>","f","flanker_main","html-keyboard-response","88","73530","0.0-5.0-3.0-2.14","2","crgw5ufzfv03","25","男性","","","不一致","j","0"
"null","","null","","html-keyboard-response","89","74031","0.0-5.0-3.0-0.15","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","90","74533","0.0-5.0-3.0-1.15","2","crgw5ufzfv03","25","男性","","","","",""
"541.0000000000146","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","91","75075","0.0-5.0-3.0-2.15","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","92","75575","0.0-5.0-3.0-0.16","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","93","76077","0.0-5.0-3.0-1.16","2","crgw5ufzfv03","25","男性","","","","",""
"466.99999999998545","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","94","76545","0.0-5.0-3.0-2.16","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","95","77046","0.0-5.0-3.0-0.17","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","96","77548","0.0-5.0-3.0-1.17","2","crgw5ufzfv03","25","男性","","","","",""
"511","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","97","78060","0.0-5.0-3.0-2.17","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","98","78561","0.0-5.0-3.0-0.18","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","99","79063","0.0-5.0-3.0-1.18","2","crgw5ufzfv03","25","男性","","","","",""
"646","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","100","79710","0.0-5.0-3.0-2.18","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","101","80211","0.0-5.0-3.0-0.19","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","102","80712","0.0-5.0-3.0-1.19","2","crgw5ufzfv03","25","男性","","","","",""
"556","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","103","81270","0.0-5.0-3.0-2.19","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","104","81771","0.0-5.0-3.0-0.20","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","105","82273","0.0-5.0-3.0-1.20","2","crgw5ufzfv03","25","男性","","","","",""
"421","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","106","82695","0.0-5.0-3.0-2.20","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","107","83196","0.0-5.0-3.0-0.21","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","108","83698","0.0-5.0-3.0-1.21","2","crgw5ufzfv03","25","男性","","","","",""
"421","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","109","84120","0.0-5.0-3.0-2.21","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","110","84621","0.0-5.0-3.0-0.22","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","111","85122","0.0-5.0-3.0-1.22","2","crgw5ufzfv03","25","男性","","","","",""
"436","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","112","85560","0.0-5.0-3.0-2.22","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","113","86061","0.0-5.0-3.0-0.23","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","114","86563","0.0-5.0-3.0-1.23","2","crgw5ufzfv03","25","男性","","","","",""
"452","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","115","87015","0.0-5.0-3.0-2.23","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","116","87517","0.0-5.0-3.0-0.24","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","117","88019","0.0-5.0-3.0-1.24","2","crgw5ufzfv03","25","男性","","","","",""
"437","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","118","88456","0.0-5.0-3.0-2.24","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","119","88957","0.0-5.0-3.0-0.25","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","120","89457","0.0-5.0-3.0-1.25","2","crgw5ufzfv03","25","男性","","","","",""
"556.9999999999854","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","121","90015","0.0-5.0-3.0-2.25","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","122","90516","0.0-5.0-3.0-0.26","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","123","91017","0.0-5.0-3.0-1.26","2","crgw5ufzfv03","25","男性","","","","",""
"512","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","124","91530","0.0-5.0-3.0-2.26","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","125","92031","0.0-5.0-3.0-0.27","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","126","92533","0.0-5.0-3.0-1.27","2","crgw5ufzfv03","25","男性","","","","",""
"496","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","127","93030","0.0-5.0-3.0-2.27","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","128","93531","0.0-5.0-3.0-0.28","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","129","94032","0.0-5.0-3.0-1.28","2","crgw5ufzfv03","25","男性","","","","",""
"407.00000000001455","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","130","94440","0.0-5.0-3.0-2.28","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","131","94941","0.0-5.0-3.0-0.29","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","132","95443","0.0-5.0-3.0-1.29","2","crgw5ufzfv03","25","男性","","","","",""
"421","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","133","95865","0.0-5.0-3.0-2.29","2","crgw5ufzfv03","25","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","134","96366","0.0-5.0-3.0-0.30","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","135","96867","0.0-5.0-3.0-1.30","2","crgw5ufzfv03","25","男性","","","","",""
"452","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","136","97320","0.0-5.0-3.0-2.30","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","137","97820","0.0-5.0-3.0-0.31","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","138","98322","0.0-5.0-3.0-1.31","2","crgw5ufzfv03","25","男性","","","","",""
"437","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","139","98760","0.0-5.0-3.0-2.31","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","140","99261","0.0-5.0-3.0-0.32","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","141","99763","0.0-5.0-3.0-1.32","2","crgw5ufzfv03","25","男性","","","","",""
"466","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","142","100230","0.0-5.0-3.0-2.32","2","crgw5ufzfv03","25","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","143","100731","0.0-5.0-3.0-0.33","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","144","101232","0.0-5.0-3.0-1.33","2","crgw5ufzfv03","25","男性","","","","",""
"573","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","145","101805","0.0-5.0-3.0-2.33","2","crgw5ufzfv03","25","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","146","102307","0.0-5.0-3.0-0.34","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","147","102808","0.0-5.0-3.0-1.34","2","crgw5ufzfv03","25","男性","","","","",""
"496","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","148","103305","0.0-5.0-3.0-2.34","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","149","103806","0.0-5.0-3.0-0.35","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","150","104308","0.0-5.0-3.0-1.35","2","crgw5ufzfv03","25","男性","","","","",""
"375","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","151","104685","0.0-5.0-3.0-2.35","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","152","105186","0.0-5.0-3.0-0.36","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","153","105687","0.0-5.0-3.0-1.36","2","crgw5ufzfv03","25","男性","","","","",""
"468","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","154","106155","0.0-5.0-3.0-2.36","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","155","106656","0.0-5.0-3.0-0.37","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","156","107157","0.0-5.0-3.0-1.37","2","crgw5ufzfv03","25","男性","","","","",""
"407","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","157","107565","0.0-5.0-3.0-2.37","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","158","108066","0.0-5.0-3.0-0.38","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","159","108568","0.0-5.0-3.0-1.38","2","crgw5ufzfv03","25","男性","","","","",""
"421","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","160","108990","0.0-5.0-3.0-2.38","2","crgw5ufzfv03","25","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","161","109491","0.0-5.0-3.0-0.39","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","162","109993","0.0-5.0-3.0-1.39","2","crgw5ufzfv03","25","男性","","","","",""
"466.00000000001455","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","163","110460","0.0-5.0-3.0-2.39","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","164","110961","0.0-5.0-3.0-0.40","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","165","111463","0.0-5.0-3.0-1.40","2","crgw5ufzfv03","25","男性","","","","",""
"451.99999999998545","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","166","111915","0.0-5.0-3.0-2.40","2","crgw5ufzfv03","25","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","167","112415","0.0-5.0-3.0-0.41","2","crgw5ufzfv03","25","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","168","112916","0.0-5.0-3.0-1.41","2","crgw5ufzfv03","25","男性","","","","",""
"423","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","169","113340","0.0-5.0-3.0-2.41","2","crgw5ufzfv03","25","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","170","113841","0.0-5.0-3.0-0.42","2","crgw5ufzfv03","25","男性","","","","",""
