"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","value","condition","key","correct"
"577.0000000000036","<p style=""font-size: 48px"">>>>>></p>","j","flanker_practice","html-keyboard-response","17","32269","0.0-3.0-2.0-2.3","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","18","32771","0.0-3.0-2.0-0.4","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","19","33274","0.0-3.0-2.0-1.4","1","k8rglvxs4jpp","24","女性","","","","","",""
"508","<p style=""font-size: 48px"">-->--</p>","j","flanker_practice","html-keyboard-response","20","33785","0.0-3.0-2.0-2.4","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","21","34289","0.0-3.0-2.0-0.5","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","22","34791","0.0-3.0-2.0-1.5","1","k8rglvxs4jpp","24","女性","","","","","",""
"611","<p style=""font-size: 48px"">>><>></p>","f","flanker_practice","html-keyboard-response","23","35404","0.0-3.0-2.0-2.5","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","24","35907","0.0-3.0-2.0-0.6","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","25","36410","0.0-3.0-2.0-1.6","1","k8rglvxs4jpp","24","女性","","","","","",""
"529","<p style=""font-size: 48px"">>><>></p>","f","flanker_practice","html-keyboard-response","26","36942","0.0-3.0-2.0-2.6","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","27","37444","0.0-3.0-2.0-0.7","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","28","37947","0.0-3.0-2.0-1.7","1","k8rglvxs4jpp","24","女性","","","","","",""
"504","<p style=""font-size: 48px""><<<<<</p>","f","flanker_practice","html-keyboard-response","29","38453","0.0-3.0-2.0-2.7","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","30","38955","0.0-3.0-2.0-0.8","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","31","39458","0.0-3.0-2.0-1.8","1","k8rglvxs4jpp","24","女性","","","","","",""
"483","<p style=""font-size: 48px"">>>>>></p>","j","flanker_practice","html-keyboard-response","32","39943","0.0-3.0-2.0-2.8","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","33","40446","0.0-3.0-2.0-0.9","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","34","40949","0.0-3.0-2.0-1.9","1","k8rglvxs4jpp","24","女性","","","","","",""
"491","<p style=""font-size: 48px"">-->--</p>","j","flanker_practice","html-keyboard-response","35","41443","0.0-3.0-2.0-2.9","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","36","41946","0.0-3.0-2.0-0.10","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","37","42450","0.0-3.0-2.0-1.10","1","k8rglvxs4jpp","24","女性","","","","","",""
"511","<p style=""font-size: 48px"">--<--</p>","j","flanker_practice","html-keyboard-response","38","42962","0.0-3.0-2.0-2.10","1","k8rglvxs4jpp","24","女性","","","","中性","f","0"
"null","","null","","html-keyboard-response","39","43466","0.0-3.0-2.0-0.11","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","40","43969","0.0-3.0-2.0-1.11","1","k8rglvxs4jpp","24","女性","","","","","",""
"513","<p style=""font-size: 48px""><<<<<</p>","f","flanker_practice","html-keyboard-response","41","44485","0.0-3.0-2.0-2.11","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"2389","それでは本番を行います。<br>準備ができたら「f」キーか「j」キーを押して課題を開始してください。","f","instruction","html-keyboard-response","42","46875","0.0-3.0-3.0","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","","null","","html-keyboard-response","43","47378","0.0-3.0-4.0-0.0","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","44","47881","0.0-3.0-4.0-1.0","1","k8rglvxs4jpp","24","女性","","","","","",""
"549","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","45","48433","0.0-3.0-4.0-2.0","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","46","48936","0.0-3.0-4.0-0.1","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","47","49438","0.0-3.0-4.0-1.1","1","k8rglvxs4jpp","24","女性","","","","","",""
"558","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","48","49999","0.0-3.0-4.0-2.1","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","49","50501","0.0-3.0-4.0-0.2","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","50","51004","0.0-3.0-4.0-1.2","1","k8rglvxs4jpp","24","女性","","","","","",""
"529","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","51","51534","0.0-3.0-4.0-2.2","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","52","52037","0.0-3.0-4.0-0.3","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","53","52539","0.0-3.0-4.0-1.3","1","k8rglvxs4jpp","24","女性","","","","","",""
"611.0000000000073","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","54","53152","0.0-3.0-4.0-2.3","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","55","53654","0.0-3.0-4.0-0.4","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","56","54157","0.0-3.0-4.0-1.4","1","k8rglvxs4jpp","24","女性","","","","","",""
"548","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","57","54707","0.0-3.0-4.0-2.4","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","58","55209","0.0-3.0-4.0-0.5","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","59","55711","0.0-3.0-4.0-1.5","1","k8rglvxs4jpp","24","女性","","","","","",""
"521.9999999999927","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","60","56235","0.0-3.0-4.0-2.5","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","61","56736","0.0-3.0-4.0-0.6","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","62","57238","0.0-3.0-4.0-1.6","1","k8rglvxs4jpp","24","女性","","","","","",""
"471.9999999999927","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","63","57711","0.0-3.0-4.0-2.6","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","64","58214","0.0-3.0-4.0-0.7","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","65","58716","0.0-3.0-4.0-1.7","1","k8rglvxs4jpp","24","女性","","","","","",""
"502","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","66","59220","0.0-3.0-4.0-2.7","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","67","59722","0.0-3.0-4.0-0.8","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","68","60224","0.0-3.0-4.0-1.8","1","k8rglvxs4jpp","24","女性","","","","","",""
"481","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","69","60707","0.0-3.0-4.0-2.8","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","70","61210","0.0-3.0-4.0-0.9","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","71","61712","0.0-3.0-4.0-1.9","1","k8rglvxs4jpp","24","女性","","","","","",""
"637","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","72","62351","0.0-3.0-4.0-2.9","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","73","62853","0.0-3.0-4.0-0.10","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","74","63355","0.0-3.0-4.0-1.10","1","k8rglvxs4jpp","24","女性","","","","","",""
"554.0000000000073","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","75","63910","0.0-3.0-4.0-2.10","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","76","64412","0.0-3.0-4.0-0.11","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","77","64914","0.0-3.0-4.0-1.11","1","k8rglvxs4jpp","24","女性","","","","","",""
"492","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","78","65407","0.0-3.0-4.0-2.11","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","79","65909","0.0-3.0-4.0-0.12","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","80","66411","0.0-3.0-4.0-1.12","1","k8rglvxs4jpp","24","女性","","","","","",""
"406","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","81","66818","0.0-3.0-4.0-2.12","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","82","67320","0.0-3.0-4.0-0.13","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","83","67822","0.0-3.0-4.0-1.13","1","k8rglvxs4jpp","24","女性","","","","","",""
"489","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","84","68312","0.0-3.0-4.0-2.13","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","85","68814","0.0-3.0-4.0-0.14","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","86","69316","0.0-3.0-4.0-1.14","1","k8rglvxs4jpp","24","女性","","","","","",""
"418","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","87","69735","0.0-3.0-4.0-2.14","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","88","70239","0.0-3.0-4.0-0.15","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","89","70742","0.0-3.0-4.0-1.15","1","k8rglvxs4jpp","24","女性","","","","","",""
"466","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","90","71210","0.0-3.0-4.0-2.15","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","91","71712","0.0-3.0-4.0-0.16","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","92","72214","0.0-3.0-4.0-1.16","1","k8rglvxs4jpp","24","女性","","","","","",""
"447","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","93","72662","0.0-3.0-4.0-2.16","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","94","73165","0.0-3.0-4.0-0.17","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","95","73667","0.0-3.0-4.0-1.17","1","k8rglvxs4jpp","24","女性","","","","","",""
"459","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","96","74128","0.0-3.0-4.0-2.17","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","97","74630","0.0-3.0-4.0-0.18","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","98","75132","0.0-3.0-4.0-1.18","1","k8rglvxs4jpp","24","女性","","","","","",""
"458.99999999998545","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","99","75594","0.0-3.0-4.0-2.18","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","100","76098","0.0-3.0-4.0-0.19","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","101","76601","0.0-3.0-4.0-1.19","1","k8rglvxs4jpp","24","女性","","","","","",""
"499","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","102","77101","0.0-3.0-4.0-2.19","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","103","77603","0.0-3.0-4.0-0.20","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","104","78106","0.0-3.0-4.0-1.20","1","k8rglvxs4jpp","24","女性","","","","","",""
"429","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","105","78536","0.0-3.0-4.0-2.20","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","106","79038","0.0-3.0-4.0-0.21","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","107","79540","0.0-3.0-4.0-1.21","1","k8rglvxs4jpp","24","女性","","","","","",""
"504","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","108","80045","0.0-3.0-4.0-2.21","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","109","80547","0.0-3.0-4.0-0.22","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","110","81049","0.0-3.0-4.0-1.22","1","k8rglvxs4jpp","24","女性","","","","","",""
"438","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","111","81488","0.0-3.0-4.0-2.22","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","112","81990","0.0-3.0-4.0-0.23","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","113","82492","0.0-3.0-4.0-1.23","1","k8rglvxs4jpp","24","女性","","","","","",""
"491","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","114","82986","0.0-3.0-4.0-2.23","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","115","83488","0.0-3.0-4.0-0.24","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","116","83990","0.0-3.0-4.0-1.24","1","k8rglvxs4jpp","24","女性","","","","","",""
"454","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","117","84445","0.0-3.0-4.0-2.24","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","118","84947","0.0-3.0-4.0-0.25","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","119","85450","0.0-3.0-4.0-1.25","1","k8rglvxs4jpp","24","女性","","","","","",""
"448.00000000001455","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","120","85899","0.0-3.0-4.0-2.25","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","121","86401","0.0-3.0-4.0-0.26","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","122","86903","0.0-3.0-4.0-1.26","1","k8rglvxs4jpp","24","女性","","","","","",""
"458.99999999998545","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","123","87364","0.0-3.0-4.0-2.26","1","k8rglvxs4jpp","24","女性","","","","中性","j","1"
"null","","null","","html-keyboard-response","124","87866","0.0-3.0-4.0-0.27","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","125","88368","0.0-3.0-4.0-1.27","1","k8rglvxs4jpp","24","女性","","","","","",""
"452","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","126","88820","0.0-3.0-4.0-2.27","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","127","89322","0.0-3.0-4.0-0.28","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","128","89825","0.0-3.0-4.0-1.28","1","k8rglvxs4jpp","24","女性","","","","","",""
"505","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","129","90331","0.0-3.0-4.0-2.28","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","130","90833","0.0-3.0-4.0-0.29","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","131","91336","0.0-3.0-4.0-1.29","1","k8rglvxs4jpp","24","女性","","","","","",""
"454","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","132","91791","0.0-3.0-4.0-2.29","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","133","92294","0.0-3.0-4.0-0.30","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","134","92796","0.0-3.0-4.0-1.30","1","k8rglvxs4jpp","24","女性","","","","","",""
"451","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","135","93248","0.0-3.0-4.0-2.30","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","136","93751","0.0-3.0-4.0-0.31","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","137","94254","0.0-3.0-4.0-1.31","1","k8rglvxs4jpp","24","女性","","","","","",""
"433.99999999998545","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","138","94690","0.0-3.0-4.0-2.31","1","k8rglvxs4jpp","24","女性","","","","不一致","f","1"
"null","","null","","html-keyboard-response","139","95192","0.0-3.0-4.0-0.32","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","140","95694","0.0-3.0-4.0-1.32","1","k8rglvxs4jpp","24","女性","","","","","",""
"585","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","141","96281","0.0-3.0-4.0-2.32","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","142","96783","0.0-3.0-4.0-0.33","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","143","97285","0.0-3.0-4.0-1.33","1","k8rglvxs4jpp","24","女性","","","","","",""
"428","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","144","97714","0.0-3.0-4.0-2.33","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","145","98217","0.0-3.0-4.0-0.34","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","146","98719","0.0-3.0-4.0-1.34","1","k8rglvxs4jpp","24","女性","","","","","",""
"510","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","147","99231","0.0-3.0-4.0-2.34","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","148","99734","0.0-3.0-4.0-0.35","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","149","100237","0.0-3.0-4.0-1.35","1","k8rglvxs4jpp","24","女性","","","","","",""
"516","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","150","100754","0.0-3.0-4.0-2.35","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","151","101257","0.0-3.0-4.0-0.36","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","152","101759","0.0-3.0-4.0-1.36","1","k8rglvxs4jpp","24","女性","","","","","",""
"451.99999999998545","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","153","102214","0.0-3.0-4.0-2.36","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","154","102716","0.0-3.0-4.0-0.37","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","155","103218","0.0-3.0-4.0-1.37","1","k8rglvxs4jpp","24","女性","","","","","",""
"463","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","156","103682","0.0-3.0-4.0-2.37","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","157","104184","0.0-3.0-4.0-0.38","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","158","104687","0.0-3.0-4.0-1.38","1","k8rglvxs4jpp","24","女性","","","","","",""
"525","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","159","105215","0.0-3.0-4.0-2.38","1","k8rglvxs4jpp","24","女性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","160","105718","0.0-3.0-4.0-0.39","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","161","106220","0.0-3.0-4.0-1.39","1","k8rglvxs4jpp","24","女性","","","","","",""
"412","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","162","106635","0.0-3.0-4.0-2.39","1","k8rglvxs4jpp","24","女性","","","","一致","f","1"
"null","","null","","html-keyboard-response","163","107137","0.0-3.0-4.0-0.40","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","164","107639","0.0-3.0-4.0-1.40","1","k8rglvxs4jpp","24","女性","","","","","",""
"512","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","165","108153","0.0-3.0-4.0-2.40","1","k8rglvxs4jpp","24","女性","","","","中性","f","1"
"null","","null","","html-keyboard-response","166","108655","0.0-3.0-4.0-0.41","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","167","109158","0.0-3.0-4.0-1.41","1","k8rglvxs4jpp","24","女性","","","","","",""
"486.00000000001455","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","168","109646","0.0-3.0-4.0-2.41","1","k8rglvxs4jpp","24","女性","","","","一致","j","1"
"null","","null","","html-keyboard-response","169","110148","0.0-3.0-4.0-0.42","1","k8rglvxs4jpp","24","女性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","170","110650","0.0-3.0-4.0-1.42","1","k8rglvxs4jpp","24","女性","","","","","",""
