"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","value","condition","key","correct"
"354.89999999990687","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","129","98730","0.0-3.0-4.0-2.28","1","qf7aafx8dmog","18","男性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","130","99239","0.0-3.0-4.0-0.29","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","131","99746","0.0-3.0-4.0-1.29","1","qf7aafx8dmog","18","男性","","","","","",""
"413.10000000009313","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","132","100161","0.0-3.0-4.0-2.29","1","qf7aafx8dmog","18","男性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","133","100673","0.0-3.0-4.0-0.30","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","134","101179","0.0-3.0-4.0-1.30","1","qf7aafx8dmog","18","男性","","","","","",""
"371.60000000009313","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","135","101553","0.0-3.0-4.0-2.30","1","qf7aafx8dmog","18","男性","","","","不一致","j","1"
"null","","null","","html-keyboard-response","136","102057","0.0-3.0-4.0-0.31","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","137","102573","0.0-3.0-4.0-1.31","1","qf7aafx8dmog","18","男性","","","","","",""
"554.5","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","138","103130","0.0-3.0-4.0-2.31","1","qf7aafx8dmog","18","男性","","","","中性","f","1"
"null","","null","","html-keyboard-response","139","103641","0.0-3.0-4.0-0.32","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","140","104155","0.0-3.0-4.0-1.32","1","qf7aafx8dmog","18","男性","","","","","",""
"371.3000000002794","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","141","104528","0.0-3.0-4.0-2.32","1","qf7aafx8dmog","18","男性","","","","一致","j","1"
"null","","null","","html-keyboard-response","142","105045","0.0-3.0-4.0-0.33","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","143","105558","0.0-3.0-4.0-1.33","1","qf7aafx8dmog","18","男性","","","","","",""
"404.39999999990687","<p style=""font-size: 48px"">--<--</p>","j","flanker_main","html-keyboard-response","144","105963","0.0-3.0-4.0-2.33","1","qf7aafx8dmog","18","男性","","","","中性","f","0"
"null","","null","","html-keyboard-response","145","106475","0.0-3.0-4.0-0.34","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","146","106992","0.0-3.0-4.0-1.34","1","qf7aafx8dmog","18","男性","","","","","",""
"420.39999999990687","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","147","107413","0.0-3.0-4.0-2.34","1","qf7aafx8dmog","18","男性","","","","中性","j","1"
"null","","null","","html-keyboard-response","148","107925","0.0-3.0-4.0-0.35","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","149","108442","0.0-3.0-4.0-1.35","1","qf7aafx8dmog","18","男性","","","","","",""
"409.5","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","150","108853","0.0-3.0-4.0-2.35","1","qf7aafx8dmog","18","男性","","","","一致","f","1"
"null","","null","","html-keyboard-response","151","109358","0.0-3.0-4.0-0.36","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","152","109874","0.0-3.0-4.0-1.36","1","qf7aafx8dmog","18","男性","","","","","",""
"417.5","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","153","110294","0.0-3.0-4.0-2.36","1","qf7aafx8dmog","18","男性","","","","中性","j","1"
"null","","null","","html-keyboard-response","154","110808","0.0-3.0-4.0-0.37","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","155","111314","0.0-3.0-4.0-1.37","1","qf7aafx8dmog","18","男性","","","","","",""
"390.89999999990687","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","156","111707","0.0-3.0-4.0-2.37","1","qf7aafx8dmog","18","男性","","","","一致","f","1"
"null","","null","","html-keyboard-response","157","112213","0.0-3.0-4.0-0.38","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","158","112726","0.0-3.0-4.0-1.38","1","qf7aafx8dmog","18","男性","","","","","",""
"420.5","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","159","113147","0.0-3.0-4.0-2.38","1","qf7aafx8dmog","18","男性","","","","一致","j","1"
"null","","null","","html-keyboard-response","160","113660","0.0-3.0-4.0-0.39","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","161","114165","0.0-3.0-4.0-1.39","1","qf7aafx8dmog","18","男性","","","","","",""
"478.29999999981374","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","162","114645","0.0-3.0-4.0-2.39","1","qf7aafx8dmog","18","男性","","","","中性","j","1"
"null","","null","","html-keyboard-response","163","115148","0.0-3.0-4.0-0.40","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","164","115660","0.0-3.0-4.0-1.40","1","qf7aafx8dmog","18","男性","","","","","",""
"362.20000000018626","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","165","116024","0.0-3.0-4.0-2.40","1","qf7aafx8dmog","18","男性","","","","一致","f","1"
"null","","null","","html-keyboard-response","166","116528","0.0-3.0-4.0-0.41","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","167","117044","0.0-3.0-4.0-1.41","1","qf7aafx8dmog","18","男性","","","","","",""
"382.59999999962747","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","168","117427","0.0-3.0-4.0-2.41","1","qf7aafx8dmog","18","男性","","","","中性","j","1"
"null","","null","","html-keyboard-response","169","117944","0.0-3.0-4.0-0.42","1","qf7aafx8dmog","18","男性","","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","170","118460","0.0-3.0-4.0-1.42","1","qf7aafx8dmog","18","男性","","","","","",""
